TDI Format 2.0	index	value	stage	curve_fit:Ic	curve_fit:Ic_err	curve_fit:Rn	curve_fit:Rn_err	counter:Value
plot_trace_2.class{str}='stoner_measurement.plugins.command.plot_trace:PlotTraceCommand'	160.0	1.0	1.0	8.281446809630235e-06	5.08911851736163e-06	0.005004394239321427	5.0391266114732464e-06	1.0
plot_trace_2.instance_name{str}='plot_trace_2'	161.0	0.9749999999999999	1.0	2.1026608483868474e-05	1.9278135483592237e-06	0.00500463681703492	4.710488037624897e-06	0.9749999999999999
plot_trace_2.trace_key{str}='curve_fit:initial_fit'	162.0	0.95	1.0	2.5192573912977653e-05	3.4591310855570165e-06	0.005006847184750271	5.066002905076116e-06	0.95
plot_trace_2.column_key{str}=''	163.0	0.9249999999999998	1.0	4.375806975465638e-05	2.4055336154538667e-06	0.004995974144889779	5.139868357914983e-06	0.9249999999999998
plot_trace_2.transpose{bool}=True	164.0	0.8999999999999999	1.0	6.22399363839413e-05	2.5426736235347793e-06	0.005009766930842503	5.106219223434611e-06	0.8999999999999999
plot_trace_2.advanced_mode{bool}=False	165.0	0.875	1.0	7.088767992089724e-05	1.9914124523745118e-06	0.0050008425894342845	5.084918040258904e-06	0.875
plot_trace_2.x_expr{str}="dummy.data['Dummy'].x"	166.0	0.8499999999999999	1.0	9.504877499749554e-05	2.1874315568399404e-06	0.005001004308242847	5.377367696273434e-06	0.8499999999999999
plot_trace_2.y_expr{str}="dummy.data['Dummy'].x"	167.0	0.825	1.0	0.00010213097781723763	2.029161981484897e-06	0.005004128017738115	5.1034787381481275e-06	0.825
plot_trace_2.title_expr{str}="'plot'"	168.0	0.7999999999999998	1.0	0.00011314432741280555	1.5921514008599784e-06	0.005004205142033183	5.534671281988025e-06	0.7999999999999998
plot_trace_2.x_axis_name{str}='bottom'	169.0	0.7749999999999999	1.0	0.00013585351046377738	1.5711270107187371e-06	0.005007991353501121	5.063009664617586e-06	0.7749999999999999
plot_trace_2.y_axis_name{str}='left'	170.0	0.75	1.0	0.00015224033884176313	1.5739164525328606e-06	0.005004160528285745	4.982623191463774e-06	0.75
plot_trace_3.type{str}='command'	171.0	0.7249999999999999	1.0	0.0001698075655402879	1.752361531812025e-06	0.004999408873049763	5.568408746384412e-06	0.7249999999999999
plot_trace_3.class{str}='stoner_measurement.plugins.command.plot_trace:PlotTraceCommand'	172.0	0.7	1.0	0.00018660330576099348	1.931827302672749e-06	0.005000292868077417	5.807575872285638e-06	0.7
plot_trace_3.instance_name{str}='plot_trace_3'	173.0	0.6749999999999998	1.0	0.00020749203830202592	1.655908730754375e-06	0.005002087000895912	5.295358804581298e-06	0.6749999999999998
plot_trace_3.trace_key{str}='curve_fit:best_fit'	174.0	0.6499999999999999	1.0	0.0002230636425386979	1.2484662290422794e-06	0.0050028905662778045	5.444031717834946e-06	0.6499999999999999
plot_trace_3.column_key{str}=''	175.0	0.625	1.0	0.00023515897847552238	9.59544953317845e-07	0.005005324449199334	5.215302287351448e-06	0.625
plot_trace_3.transpose{bool}=True	176.0	0.5999999999999999	1.0	0.0002523246592525713	1.5743225506339338e-06	0.005002372777554307	5.664999227744962e-06	0.5999999999999999
plot_trace_3.advanced_mode{bool}=False	177.0	0.575	1.0	0.00027304733126073575	1.55036819699847e-06	0.005005623008190374	5.339728357414561e-06	0.575
plot_trace_3.x_expr{str}="dummy.data['Dummy'].x"	178.0	0.5499999999999998	1.0	0.0002868302589456068	1.557486092660991e-06	0.005001345913302604	5.72914699945241e-06	0.5499999999999998
plot_trace_3.y_expr{str}="dummy.data['Dummy'].x"	179.0	0.5249999999999999	1.0	0.00030479823665456563	1.0293102630994649e-06	0.004988757077537703	5.33741830951715e-06	0.5249999999999999
plot_trace_3.title_expr{str}="'plot'"	180.0	0.5	1.0	0.00031854232713929954	8.43135629412632e-07	0.004998474731018308	5.418058460815161e-06	0.5
plot_trace_3.x_axis_name{str}='bottom'	181.0	0.4750000000000001	1.0	0.00033570039724686596	1.5968013123444815e-06	0.005009209548865498	5.990533237857572e-06	0.4750000000000001
plot_trace_3.y_axis_name{str}='left'	182.0	0.44999999999999973	1.0	0.00035016656012559495	1.4861463508836788e-06	0.005009792582142148	5.833477802121454e-06	0.44999999999999973
curve_fit:Ic{float}=0.0005019562962150586	183.0	0.4249999999999998	1.0	0.0003634509530141185	1.4304141110719802e-06	0.005001416327753982	5.655902407432234e-06	0.4249999999999998
curve_fit:Ic_err{float}=1.1425092714035457e-06	184.0	0.3999999999999999	1.0	0.0003794052030661335	1.326509474961609e-06	0.004998566239784874	5.655208694925322e-06	0.3999999999999999
curve_fit:Rn{float}=0.004998267005094942	185.0	0.375	1.0	0.00039704958477021544	1.1846637885268208e-06	0.004998115867529955	6.009441151459791e-06	0.375
curve_fit:Rn_err{float}=6.049096022623869e-06	186.0	0.3500000000000001	1.0	0.00040294158218257594	1.5241477870956382e-06	0.004997698512992693	5.966443918466681e-06	0.3500000000000001
counter:Value{float}=0.0	187.0	0.32499999999999973	1.0	0.00042125260237660535	1.4409706471727638e-06	0.005000262176996061	6.222777222934755e-06	0.32499999999999973
	188.0	0.2999999999999998	1.0	0.00043529170220530164	1.4025494820330506e-06	0.005014832065136967	6.048446925574694e-06	0.2999999999999998
	189.0	0.2749999999999999	1.0	0.00044197380153863756	9.77135174214066e-07	0.00499928328696824	5.562363580169729e-06	0.2749999999999999
	190.0	0.25	1.0	0.00045238989700092903	1.2787344326606877e-06	0.005005477058269041	5.891681340359482e-06	0.25
	191.0	0.2250000000000001	1.0	0.0004630758942972137	1.4737790965234392e-06	0.004995720562857056	6.190596616885181e-06	0.2250000000000001
	192.0	0.19999999999999973	1.0	0.0004664613914806366	1.381017568776818e-06	0.004988381663878122	6.21947746032516e-06	0.19999999999999973
	193.0	0.17499999999999982	1.0	0.00047769630091654114	1.516290146007681e-06	0.005005067640593596	6.377653988993268e-06	0.17499999999999982
	194.0	0.1499999999999999	1.0	0.00048579001373886014	1.1384061379607777e-06	0.005000499930215535	5.873898524419791e-06	0.1499999999999999
	195.0	0.125	1.0	0.0004890387345747796	9.103864465627041e-07	0.004996326677994739	5.816670814204836e-06	0.125
	196.0	0.09999999999999964	1.0	0.0004942894609213106	1.4658573991420425e-06	0.005006989991141289	6.34906248222649e-06	0.09999999999999964
	197.0	0.07499999999999973	1.0	0.0004956858965949161	1.4059368678907896e-06	0.005001705148050762	6.240104436462566e-06	0.07499999999999973
	198.0	0.04999999999999982	1.0	0.000502183050200749	1.1447008565697812e-06	0.004996254750612607	6.120339715630405e-06	0.04999999999999982
	199.0	0.02499999999999991	1.0	0.0004988102915085066	1.3056674621831387e-06	0.005003427911448352	6.219933373681267e-06	0.02499999999999991
	200.0	0.0	1.0	0.0004996379919937679	1.264039546065689e-06	0.00501261430843347	6.17498187375898e-06	0.0
	201.0	-0.025000000000000355	1.0	0.0005005394281748677	1.1761259977333033e-06	0.0050080424213840655	5.906973277993275e-06	-0.025000000000000355
	202.0	-0.050000000000000266	1.0	0.0004991318361570839	1.2810326972867183e-06	0.004996096092943186	6.147204884690276e-06	-0.050000000000000266
	203.0	-0.07500000000000018	1.0	0.0005001469081490352	1.2638210563477384e-06	0.0049944130802321565	6.248190226636192e-06	-0.07500000000000018
	204.0	-0.10000000000000009	1.0	0.0004941660885763124	1.5027191352600043e-06	0.005003374759362572	6.49017614712346e-06	-0.10000000000000009
	205.0	-0.125	1.0	0.0004882122060568431	1.0021868747328812e-06	0.005003432761920067	5.943060900341473e-06	-0.125
	206.0	-0.15000000000000036	1.0	0.0004843533851488811	1.2770861466267959e-06	0.004998286717015925	6.242823943806118e-06	-0.15000000000000036
	207.0	-0.17500000000000027	1.0	0.00047682923690904496	1.494552439628289e-06	0.0049960439939453795	6.18791550910201e-06	-0.17500000000000027
	208.0	-0.20000000000000018	1.0	0.00046767530722679557	1.2723348465607115e-06	0.005007673431552243	5.940999458110824e-06	-0.20000000000000018
	209.0	-0.2250000000000001	1.0	0.0004569223317400348	1.0191360215107389e-06	0.0049986619768823	5.781461250277532e-06	-0.2250000000000001
	210.0	-0.25	1.0	0.0004492037771045708	1.4227801115522597e-06	0.004992328267488384	6.046292874316923e-06	-0.25
	211.0	-0.27500000000000036	1.0	0.0004441166760185706	7.397510647441304e-07	0.005000915232618297	5.745077489034986e-06	-0.27500000000000036
	212.0	-0.30000000000000027	1.0	0.0004262751028050086	1.0642959048568711e-06	0.004993846802970179	5.622464641712656e-06	-0.30000000000000027
	213.0	-0.3250000000000002	1.0	0.0004186728593151142	1.5036177312387537e-06	0.00500570433020947	6.12801816274858e-06	-0.3250000000000002
	214.0	-0.3500000000000001	1.0	0.00040689835409203677	1.3689234460617178e-06	0.005011379344103672	5.870381587964003e-06	-0.3500000000000001
	215.0	-0.375	1.0	0.00039140140624207225	1.3956061308141313e-06	0.005001688353663396	5.706601999805149e-06	-0.375
	216.0	-0.40000000000000036	1.0	0.00037762164227230947	1.4391407511221282e-06	0.004999110019215774	5.831143608488629e-06	-0.40000000000000036
	217.0	-0.42500000000000027	1.0	0.0003666107084646887	1.2825110970543752e-06	0.004994844288131075	5.582072800391546e-06	-0.42500000000000027
	218.0	-0.4500000000000002	1.0	0.00034972138038161466	1.5133782881437944e-06	0.005000354272455856	5.8621054631985015e-06	-0.4500000000000002
	219.0	-0.4750000000000001	1.0	0.0003396325773172793	1.348386662012056e-06	0.00500578842050741	5.691274535320777e-06	-0.4750000000000001
	220.0	-0.5	1.0	0.00032010555085887625	1.7650016159537378e-06	0.005009601934739324	6.168388743185779e-06	-0.5
	221.0	-0.5250000000000004	1.0	0.000302930115476848	1.2440197206104383e-06	0.004996683371867452	5.475736440167089e-06	-0.5250000000000004
	222.0	-0.5500000000000003	1.0	0.00028785539946455535	1.494228744852903e-06	0.004995693871318348	5.6818339342523e-06	-0.5500000000000003
	223.0	-0.5750000000000002	1.0	0.0002729699528096058	1.6090806728458668e-06	0.005006468727667272	5.532132245737307e-06	-0.5750000000000002
	224.0	-0.6000000000000001	1.0	0.0002522775557953277	1.5593589327959862e-06	0.005001134011987553	5.599866180218774e-06	-0.6000000000000001
	225.0	-0.625	1.0	0.00023864908049444394	1.7316453422363508e-06	0.005007299257885209	5.673707252725396e-06	-0.625
	226.0	-0.6500000000000004	1.0	0.0002188929596446502	1.6000671354538303e-06	0.004996793194584438	5.376888581889671e-06	-0.6500000000000004
	227.0	-0.6750000000000003	1.0	0.00020241796683372106	1.1833276093339676e-06	0.004999731233531469	5.132156579321748e-06	-0.6750000000000003
	228.0	-0.7000000000000002	1.0	0.00018817049461669196	1.6956755711064582e-06	0.005005334308036732	5.398953064074397e-06	-0.7000000000000002
	229.0	-0.7250000000000001	1.0	0.0001687111379051685	1.7496323830316894e-06	0.0050015764838038075	5.295083882214709e-06	-0.7250000000000001
	230.0	-0.75	1.0	0.00015016053811743943	1.7070287778400236e-06	0.004998678717541547	4.8744526530328214e-06	-0.75
	231.0	-0.7750000000000004	1.0	0.00013401985189594206	1.8324932246515037e-06	0.005008568647224148	5.252572106161209e-06	-0.7750000000000004
	232.0	-0.8000000000000003	1.0	0.00011348711408657021	1.4213387541078112e-06	0.004991862035557313	5.229980072704207e-06	-0.8000000000000003
	233.0	-0.8250000000000002	1.0	0.00010153148464328715	2.1179122248151464e-06	0.005005739358814551	5.174042817342624e-06	-0.8250000000000002
	234.0	-0.8500000000000001	1.0	8.378121792141422e-05	1.687809651000287e-06	0.004992791912736074	4.6843684400589224e-06	-0.8500000000000001
	235.0	-0.875	1.0	7.692353240163234e-05	2.0577113658854745e-06	0.0050065367824481816	5.337044304425887e-06	-0.875
	236.0	-0.9000000000000004	1.0	5.856471714643369e-05	2.1955287768869737e-06	0.004998236415029241	4.8854787729566345e-06	-0.9000000000000004
	237.0	-0.9250000000000003	1.0	4.246590876856714e-05	2.7610100029764587e-06	0.004999067331284723	5.1426061119908764e-06	-0.9250000000000003
	238.0	-0.9500000000000002	1.0	3.802338688717659e-05	2.7491185650377632e-06	0.0050008816145526	4.9776499399098095e-06	-0.9500000000000002
	239.0	-0.9750000000000001	1.0	1.3462853351824732e-05	3.887426917202353e-06	0.0049986086886644075	4.998002724909288e-06	-0.9750000000000001
	240.0	-1.0	1.0	9.25216920956013e-06	3.8494588370694845e-06	0.004994040878245287	5.0449946651584955e-06	-1.0
	241.0	-1.0250000000000004	1.0	1.3894369732421521e-05	3.652918980383576e-06	0.0050030448310290215	5.1872004093367246e-06	-1.0250000000000004
	242.0	-1.0500000000000003	1.0	3.3334577400928525e-05	2.9388564612313292e-06	0.004999422209587272	4.912156759365733e-06	-1.0500000000000003
	243.0	-1.0750000000000002	1.0	3.6992041671911724e-05	3.0435019060489374e-06	0.004998096641698969	5.034050393041801e-06	-1.0750000000000002
	244.0	-1.1	1.0	5.14334448708198e-05	2.724584527420272e-06	0.004995160656837457	5.108565930183243e-06	-1.1
	245.0	-1.125	1.0	6.221737090919189e-05	2.503889478351776e-06	0.005007323858154756	5.019296642004696e-06	-1.125
	246.0	-1.1500000000000004	1.0	6.332153108890777e-05	2.434623464745323e-06	0.005004567026538867	5.229414624927272e-06	-1.1500000000000004
	247.0	-1.1750000000000003	1.0	7.0625116352057e-05	2.0578685974817345e-06	0.004990035860733016	5.104441792215795e-06	-1.1750000000000003
	248.0	-1.2000000000000002	1.0	7.750079487266317e-05	1.873446821760352e-06	0.005004921455191155	5.172171882864564e-06	-1.2000000000000002
	249.0	-1.225	1.0	8.066808434996398e-05	2.162976041634587e-06	0.005001805901827867	4.804499992074564e-06	-1.225
	250.0	-1.25	1.0	8.868169204972463e-05	2.123715501258759e-06	0.0050034003306365085	5.246108721732329e-06	-1.25
	251.0	-1.2750000000000004	1.0	9.641096544990316e-05	1.9324847470726957e-06	0.005004395004361735	5.176880537102433e-06	-1.2750000000000004
	252.0	-1.3000000000000003	1.0	0.00010094211458525641	2.1514143195378894e-06	0.005001829619531192	5.115899764671108e-06	-1.3000000000000003
	253.0	-1.3250000000000002	1.0	0.00010041275510521655	2.1209845231169227e-06	0.0050041463015723184	4.9363258122862875e-06	-1.3250000000000002
	254.0	-1.35	1.0	0.00010846350981186397	2.0412066546329172e-06	0.004999403276627776	5.008157528961619e-06	-1.35
	255.0	-1.375	1.0	0.00010446701037025117	1.705614933672484e-06	0.004993659789926825	5.014916204527012e-06	-1.375
	256.0	-1.4000000000000004	1.0	0.00010996523496402082	1.7612689592410424e-06	0.005000283939124362	4.640621940924082e-06	-1.4000000000000004
	257.0	-1.4250000000000003	1.0	0.00011075950551756731	2.0401785876490673e-06	0.004998215379046771	5.628906575730541e-06	-1.4250000000000003
	258.0	-1.4500000000000002	1.0	0.00010909580122120298	2.0287257179384987e-06	0.0050013060865078006	5.12078053413234e-06	-1.4500000000000002
	259.0	-1.475	1.0	0.00010911263612219018	1.9787869962211788e-06	0.004998531612826014	4.994928927828601e-06	-1.475
	260.0	-1.5	1.0	0.00011354221753972185	1.3487627700349085e-06	0.004998931820233844	5.02608846479576e-06	-1.5
	261.0	-1.5250000000000004	1.0	0.00010531006714803439	1.639898346770654e-06	0.005010550032891427	5.309070956136548e-06	-1.5250000000000004
	262.0	-1.5499999999999998	1.0	0.0001045891905358899	1.662054530036981e-06	0.004998237412361071	4.9473546506781844e-06	-1.5499999999999998
	263.0	-1.5750000000000002	1.0	0.00010096517642088225	2.1106338670500426e-06	0.004991047791297441	5.012770093094728e-06	-1.5750000000000002
	264.0	-1.6000000000000005	1.0	9.775050720413456e-05	1.6760826818746095e-06	0.005000571539360603	5.07539906609365e-06	-1.6000000000000005
	265.0	-1.625	1.0	9.079328500612177e-05	1.7257109757714464e-06	0.0049925014663390966	5.092537625282649e-06	-1.625
	266.0	-1.6500000000000004	1.0	8.900174189133531e-05	2.083669416783827e-06	0.005003182849608281	5.253055082945649e-06	-1.6500000000000004
	267.0	-1.6749999999999998	1.0	8.013826932736202e-05	2.4132478844116547e-06	0.004997678225796879	5.219783408919089e-06	-1.6749999999999998
	268.0	-1.7000000000000002	1.0	7.157489877605433e-05	1.8381062343209058e-06	0.005007084530231718	5.121687537923602e-06	-1.7000000000000002
	269.0	-1.7250000000000005	1.0	6.768968340900924e-05	2.422116181099207e-07	0.004988102362264319	4.794584556941589e-06	-1.7250000000000005
	270.0	-1.75	1.0	7.032884924765556e-05	2.1391652110854266e-06	0.004998962690083291	5.170911242512823e-06	-1.75
	271.0	-1.7750000000000004	1.0	6.264931652023132e-05	2.3902624784381255e-06	0.005001732381149751	4.910336415019452e-06	-1.7750000000000004
	272.0	-1.7999999999999998	1.0	5.592154345548411e-05	1.2546006686536171e-06	0.005003024065384885	5.123716905531094e-06	-1.7999999999999998
	273.0	-1.8250000000000002	1.0	4.9313217625977474e-05	2.0670712590003703e-06	0.005005721683098425	5.058641003102576e-06	-1.8250000000000002
	274.0	-1.8500000000000005	1.0	4.160728941106005e-05	3.08921015464112e-06	0.004998512886346328	5.36777004724803e-06	-1.8500000000000005
	275.0	-1.875	1.0	3.913206085939901e-05	2.5151523039861017e-06	0.004991889028005463	5.167999740138575e-06	-1.875
	276.0	-1.9000000000000004	1.0	2.4940186514694353e-05	1.0172824282942489e-06	0.004998709488358706	4.889908488154605e-06	-1.9000000000000004
	277.0	-1.9249999999999998	1.0	1.6194028031554926e-05	3.7307333484551256e-06	0.005011094848383996	5.116246863188727e-06	-1.9249999999999998
	278.0	-1.9500000000000002	1.0	1.5781379227733526e-05	4.041903033012209e-06	0.004997068470862114	5.1471444602495445e-06	-1.9500000000000002
	279.0	-1.9750000000000005	1.0	1.843211796780445e-05	4.010636100192747e-06	0.004996633095532659	5.201576037060077e-06	-1.9750000000000005
	280.0	-2.0	1.0	1.5880478585455005e-05	3.8029397234396946e-06	0.004998676466748646	4.927411956186674e-06	-2.0
	281.0	-2.0250000000000004	1.0	1.5960002519326927e-05	4.082765683172057e-06	0.00499019513860896	5.346136449699295e-06	-2.0250000000000004
	282.0	-2.05	1.0	1.8432044981990588e-05	3.7460017921987516e-06	0.005001468616803591	4.863034881838122e-06	-2.05
	283.0	-2.075	1.0	3.096553547765714e-05	2.451820461491528e-06	0.0050019703735496674	4.904532276869761e-06	-2.075
	284.0	-2.1000000000000005	1.0	3.305122652086909e-05	3.088613704009865e-06	0.004994870043376466	5.020914117742697e-06	-2.1000000000000005
	285.0	-2.125	1.0	2.5568175490859667e-05	3.3855760032732165e-06	0.005003331968640734	5.1690989239606326e-06	-2.125
	286.0	-2.1500000000000004	1.0	3.698260746788705e-05	2.2740543446382402e-07	0.00499780692369514	4.995348752099051e-06	-2.1500000000000004
	287.0	-2.175	1.0	2.9929070213697497e-05	3.075216075923648e-06	0.004994149723284638	5.255445499791344e-06	-2.175
	288.0	-2.2	1.0	4.140030652524953e-05	5.517932190410376e-07	0.005000060754747128	4.8260050642610824e-06	-2.2
	289.0	-2.2250000000000005	1.0	4.355853852713049e-05	2.3156879464115142e-06	0.004997391086631426	4.825785114464373e-06	-2.2250000000000005
	290.0	-2.25	1.0	5.83705704470553e-05	2.3189403034841845e-06	0.005006364133021616	5.079710459622853e-06	-2.25
	291.0	-2.2750000000000004	1.0	4.970521995556887e-05	1.995355709628037e-06	0.00499884592560814	5.276295867186238e-06	-2.2750000000000004
	292.0	-2.3000000000000007	1.0	5.70298437213976e-05	2.3898307743885594e-06	0.004996055011382726	4.73041965383939e-06	-2.3000000000000007
	293.0	-2.325	1.0	5.842363689668151e-05	2.1991364397049554e-06	0.005005587655853413	4.838680513093791e-06	-2.325
	294.0	-2.3500000000000005	1.0	6.90743588592982e-05	2.374060283661915e-06	0.004999379611189907	5.220091040880495e-06	-2.3500000000000005
	295.0	-2.375	1.0	6.334819350067667e-05	2.308627034874614e-06	0.005004040342319908	4.968451600305029e-06	-2.375
	296.0	-2.4000000000000004	1.0	6.690721278434879e-05	1.3326473739682816e-06	0.004991535401804871	5.0145154727394405e-06	-2.4000000000000004
	297.0	-2.4250000000000007	1.0	6.35466034516462e-05	2.356282427217608e-06	0.005000132669107662	5.139864473225442e-06	-2.4250000000000007
	298.0	-2.45	1.0	6.52873645004588e-05	1.989917380019338e-06	0.005001195638025027	5.124067559633889e-06	-2.45
	299.0	-2.4750000000000005	1.0	6.565796005106379e-05	1.867292018274752e-06	0.004994932719955894	5.061892637145634e-06	-2.4750000000000005
	300.0	-2.5	1.0	6.412766005074367e-05	2.1866293612841284e-06	0.004999877073444395	4.993335395690204e-06	-2.5
	301.0	-2.475	2.0	6.47190274012918e-05	2.039300497818396e-06	0.004999494245162138	4.918706336625118e-06	-2.475
	302.0	-2.45	2.0	7.026402091966103e-05	2.105447257539364e-06	0.005012128470412323	5.072765427453964e-06	-2.45
	303.0	-2.425	2.0	6.947895589472145e-05	2.1205039825662603e-06	0.0049919663691229835	4.785878894388826e-06	-2.425
	304.0	-2.4	2.0	6.519073317543373e-05	2.0118894950753888e-06	0.00500210477617216	5.1230030302420415e-06	-2.4
	305.0	-2.375	2.0	6.530941756446043e-05	2.0343403814998985e-06	0.005003340885005398	5.256856285724403e-06	-2.375
	306.0	-2.35	2.0	6.352807046640014e-05	2.2715158901265874e-06	0.00500091853650384	4.948366490545951e-06	-2.35
	307.0	-2.325	2.0	5.7497855509950664e-05	2.454229856022519e-06	0.004998573526167744	5.015341485501585e-06	-2.325
	308.0	-2.3	2.0	6.217269354950099e-05	2.589904997822079e-06	0.004993965804200908	5.164838034229435e-06	-2.3
	309.0	-2.275	2.0	5.396210399993346e-05	2.1363342854608464e-06	0.004990862973711548	4.995074603722222e-06	-2.275
	310.0	-2.25	2.0	5.1514895298618074e-05	2.679033040202313e-06	0.004995984102544866	5.049228781434285e-06	-2.25
	311.0	-2.225	2.0	4.947402417442791e-05	1.959131847053192e-06	0.005004124686646711	4.941531380196255e-06	-2.225
	312.0	-2.2	2.0	4.624766569821917e-05	2.967686420939194e-06	0.005003526287374439	5.3163084638164594e-06	-2.2
	313.0	-2.175	2.0	3.388729867490623e-05	2.921251923902058e-06	0.004996974095797269	5.158824065668153e-06	-2.175
	314.0	-2.15	2.0	3.2768006553396194e-05	3.2081592749067034e-06	0.0050012133265204435	5.092611228106634e-06	-2.15
	315.0	-2.125	2.0	3.103554495328377e-05	2.504215408780326e-06	0.0050061054719699825	5.08195965610519e-06	-2.125
	316.0	-2.1	2.0	3.389229775863971e-05	2.743887456307233e-06	0.005002989992869491	4.858378090725815e-06	-2.1
	317.0	-2.075	2.0	2.5547462657973206e-05	3.422372783726118e-06	0.004995724349193477	5.201830248123511e-06	-2.075
	318.0	-2.05	2.0	1.4531312415064098e-05	2.9418980212973226e-06	0.004995013683026871	5.0835321679248575e-06	-2.05
	319.0	-2.025	2.0	1.2800026154976315e-05	4.426317840933654e-06	0.005005151594947381	5.046676676776312e-06	-2.025
	320.0	-2.0	2.0	2.163206844330529e-05	3.619247007139993e-06	0.004996300501380081	4.966584399673636e-06	-2.0
	321.0	-1.975	2.0	1.8974323826537635e-05	3.426861358598433e-06	0.004999019289368513	4.78996248326383e-06	-1.975
	322.0	-1.95	2.0	1.4890621845519503e-05	2.423395957577874e-06	0.005001334694433816	5.038288197879459e-06	-1.95
	323.0	-1.9249999999999998	2.0	2.407523617966982e-05	2.275471295996234e-06	0.00499160055657307	4.882149819809903e-06	-1.9249999999999998
	324.0	-1.9	2.0	3.403965873558139e-05	2.719683492895742e-06	0.005000075277823428	4.89374509675749e-06	-1.9
	325.0	-1.875	2.0	3.876765245803399e-05	2.570240804444256e-06	0.005005482943737755	5.051075784389178e-06	-1.875
	326.0	-1.85	2.0	4.3739655572023454e-05	2.4024542377030943e-06	0.005000867234188353	5.126181920903214e-06	-1.85
	327.0	-1.825	2.0	4.6438273030668785e-05	2.774706573550338e-06	0.0049991929960009375	5.032953545337142e-06	-1.825
	328.0	-1.7999999999999998	2.0	5.3587543969496224e-05	2.2101631813698156e-06	0.00499841793232619	4.956531446733848e-06	-1.7999999999999998
	329.0	-1.775	2.0	5.8061125468294695e-05	2.4030831638303493e-06	0.004997462192815911	5.119356758699876e-06	-1.775
	330.0	-1.75	2.0	6.167808914636966e-05	8.415949544288096e-07	0.004997404473591657	4.7441871062499694e-06	-1.75
	331.0	-1.725	2.0	7.557542461953647e-05	2.1373113186687067e-06	0.00499828676282845	4.962962403416189e-06	-1.725
	332.0	-1.7	2.0	7.256621536064163e-05	1.5290395590214716e-06	0.005002797512173093	5.2435176600166924e-06	-1.7
	333.0	-1.6749999999999998	2.0	7.93763997794185e-05	1.128298460353624e-06	0.005003086805009006	5.086179093512082e-06	-1.6749999999999998
	334.0	-1.65	2.0	9.006724782516695e-05	1.9183438948306925e-06	0.005000230177436862	5.255161426360707e-06	-1.65
	335.0	-1.625	2.0	9.606123400084775e-05	1.98785008928591e-06	0.004997065366530457	5.189041210109492e-06	-1.625
	336.0	-1.6	2.0	0.00010062498262343373	2.200176036173778e-06	0.005002153751652934	5.163042437731092e-06	-1.6
	337.0	-1.575	2.0	0.00010010802369378857	6.510366167142513e-07	0.004995382104169652	4.9106394893102856e-06	-1.575
	338.0	-1.5499999999999998	2.0	0.0001083132130901685	2.1347373845169744e-06	0.005005995520043015	5.211965858158528e-06	-1.5499999999999998
	339.0	-1.525	2.0	0.00010448223350446782	1.695021435877764e-06	0.004994802406791472	4.993620292171564e-06	-1.525
	340.0	-1.5	2.0	0.00010359954403746861	1.8789490734040222e-06	0.004998926709580385	5.155395273574511e-06	-1.5
	341.0	-1.4749999999999999	2.0	0.0001122824956319693	1.6132058283512839e-06	0.005002709523943757	5.0292910029395735e-06	-1.4749999999999999
	342.0	-1.45	2.0	0.00010970866719394696	2.019074889640275e-06	0.005000770616584712	5.250503979919168e-06	-1.45
	343.0	-1.425	2.0	0.00011020372853461289	1.8508411155197634e-06	0.004998385424118263	4.9388567150729465e-06	-1.425
	344.0	-1.4	2.0	0.00010999402734512239	1.990868294555623e-06	0.005000622432369616	5.2550194477893614e-06	-1.4
	345.0	-1.375	2.0	0.00011594907680114159	2.0223925736685504e-06	0.005010314639482582	5.066623403251678e-06	-1.375
	346.0	-1.3499999999999999	2.0	0.00010329124561726734	1.8422759072073646e-06	0.004992589622853613	4.944490636479685e-06	-1.3499999999999999
	347.0	-1.325	2.0	0.00010310805257757816	1.9174983494035304e-06	0.005003614180240113	5.0974013084315055e-06	-1.325
	348.0	-1.2999999999999998	2.0	9.590735871882217e-05	1.983271102286047e-06	0.004995104834290781	5.123988300320741e-06	-1.2999999999999998
	349.0	-1.275	2.0	9.511352456290097e-05	2.149533950011076e-06	0.004991607491170632	5.293955142415887e-06	-1.275
	350.0	-1.25	2.0	9.353051702299316e-05	2.317224290660486e-06	0.00500290625944714	5.297409641474189e-06	-1.25
	351.0	-1.2249999999999999	2.0	8.529102824951386e-05	1.3566643707222351e-06	0.005003695240369657	4.90026262435127e-06	-1.2249999999999999
	352.0	-1.2	2.0	7.72656144426747e-05	1.7784886860735576e-06	0.004998623194492709	4.771077122497468e-06	-1.2
	353.0	-1.1749999999999998	2.0	6.632475339823914e-05	1.7162081946500339e-06	0.004997007316775972	5.301209562298337e-06	-1.1749999999999998
	354.0	-1.15	2.0	7.420167930505446e-05	2.35146015491503e-06	0.004999936654360137	5.036615750197602e-06	-1.15
	355.0	-1.125	2.0	5.7960316358248416e-05	2.3761478308374815e-06	0.00500360918442536	5.02995222080101e-06	-1.125
	356.0	-1.0999999999999999	2.0	4.827362472991265e-05	2.5079506781742143e-06	0.004984226855158367	5.309821120105817e-06	-1.0999999999999999
	357.0	-1.075	2.0	4.2162827959143595e-05	2.8756419497704998e-06	0.004997523527525667	5.217731081236511e-06	-1.075
	358.0	-1.0499999999999998	2.0	2.6133165078703174e-05	3.0521014276776786e-06	0.005007581860868489	4.994042806862701e-06	-1.0499999999999998
