TDI Format=Text 1.0	VA1	CS1	VA2	CS2
	1.982134E-1	2.038269E+2	-5.340576E-3	4.272461E-2
	1.962297E-1	2.021484E+2	-5.645752E-3	3.967285E-2
	1.930254E-1	2.003937E+2	-5.645752E-3	4.119873E-2
	1.902788E-1	1.986847E+2	-5.645752E-3	4.119873E-2
	1.889055E-1	1.969147E+2	-5.645752E-3	4.119873E-2
	1.858538E-1	1.951294E+2	-5.798340E-3	4.119873E-2
	1.832598E-1	1.933594E+2	-5.950928E-3	4.119873E-2
	1.808184E-1	1.915283E+2	-5.798340E-3	4.119873E-2
	1.797502E-1	1.897430E+2	-6.103516E-3	3.967285E-2
	1.776140E-1	1.878815E+2	-5.798340E-3	3.967285E-2
	1.754778E-1	1.860657E+2	-6.103516E-3	3.967285E-2
	1.727312E-1	1.841736E+2	-5.950928E-3	3.967285E-2
	1.696794E-1	1.823425E+2	-5.950928E-3	3.967285E-2
	1.667803E-1	1.804657E+2	-5.950928E-3	4.119873E-2
	1.651018E-1	1.785583E+2	-5.798340E-3	3.814697E-2
	1.635759E-1	1.766815E+2	-5.950928E-3	3.814697E-2
	1.609819E-1	1.747437E+2	-5.645752E-3	3.967285E-2
	1.577776E-1	1.728363E+2	-5.798340E-3	3.814697E-2
	1.556414E-1	1.708679E+2	-5.493164E-3	3.967285E-2
	1.533525E-1	1.689148E+2	-5.645752E-3	3.814697E-2
	1.507585E-1	1.669312E+2	-5.493164E-3	3.967285E-2
	1.483171E-1	1.649628E+2	-5.493164E-3	3.814697E-2
	1.461809E-1	1.629486E+2	-5.493164E-3	3.967285E-2
	1.435869E-1	1.609344E+2	-5.340576E-3	3.814697E-2
	1.408403E-1	1.589355E+2	-5.340576E-3	3.967285E-2
	1.382463E-1	1.568909E+2	-5.340576E-3	3.967285E-2
	1.359575E-1	1.548767E+2	-5.340576E-3	3.814697E-2
	1.333635E-1	1.527863E+2	-5.340576E-3	3.967285E-2
	1.310747E-1	1.507416E+2	-5.645752E-3	3.814697E-2
	1.286333E-1	1.486511E+2	-5.645752E-3	3.967285E-2
	1.257341E-1	1.465607E+2	-5.645752E-3	3.814697E-2
	1.229876E-1	1.444702E+2	-5.645752E-3	3.967285E-2
	1.208513E-1	1.423340E+2	-5.645752E-3	3.814697E-2
	1.185625E-1	1.402130E+2	-5.950928E-3	3.967285E-2
	1.162737E-1	1.380920E+2	-5.798340E-3	3.814697E-2
	1.141375E-1	1.359711E+2	-5.950928E-3	3.814697E-2
	1.112383E-1	1.338043E+2	-5.645752E-3	3.662109E-2
	1.089495E-1	1.316528E+2	-5.645752E-3	3.662109E-2
	1.069658E-1	1.294708E+2	-5.798340E-3	3.814697E-2
	1.042192E-1	1.273193E+2	-5.798340E-3	3.814697E-2
	1.016252E-1	1.251373E+2	-5.493164E-3	3.814697E-2
	1.002520E-1	1.229248E+2	-5.493164E-3	3.662109E-2
	9.704761E-2	1.207581E+2	-5.798340E-3	3.814697E-2
	9.475879E-2	1.185303E+2	-5.493164E-3	3.662109E-2
	9.308033E-2	1.163177E+2	-5.645752E-3	3.662109E-2
	9.033374E-2	1.140747E+2	-5.493164E-3	3.967285E-2
	8.819751E-2	1.118469E+2	-5.493164E-3	3.814697E-2
	8.499317E-2	1.096039E+2	-5.340576E-3	3.967285E-2
	8.239917E-2	1.073456E+2	-5.340576E-3	3.967285E-2
	8.041553E-2	1.051025E+2	-5.340576E-3	4.119873E-2
	7.797413E-2	1.027985E+2	-5.187988E-3	3.814697E-2
	7.492237E-2	1.005554E+2	-5.340576E-3	3.967285E-2
	7.263355E-2	9.825134E+1	-5.340576E-3	4.119873E-2
	7.034473E-2	9.596252E+1	-5.493164E-3	3.967285E-2
	6.805591E-2	9.364319E+1	-5.645752E-3	4.119873E-2
	6.576709E-2	9.135437E+1	-5.798340E-3	3.967285E-2
	6.378345E-2	8.903503E+1	-5.645752E-3	3.967285E-2
	5.996875E-2	8.670044E+1	-5.950928E-3	3.814697E-2
	5.767994E-2	8.438110E+1	-5.798340E-3	3.967285E-2
	5.569629E-2	8.203125E+1	-5.798340E-3	3.814697E-2
	5.417041E-2	7.972717E+1	-5.950928E-3	3.967285E-2
	5.157642E-2	7.734680E+1	-5.950928E-3	3.814697E-2
	4.959278E-2	7.502747E+1	-5.950928E-3	3.814697E-2
	4.654102E-2	7.267761E+1	-5.798340E-3	3.814697E-2
	4.394703E-2	7.031250E+1	-5.798340E-3	3.814697E-2
	4.181080E-2	6.793213E+1	-5.645752E-3	3.814697E-2
	3.997974E-2	6.558228E+1	-5.645752E-3	3.814697E-2
	3.692798E-2	6.321716E+1	-5.493164E-3	3.967285E-2
	3.402881E-2	6.082153E+1	-5.493164E-3	3.814697E-2
	3.235035E-2	5.845642E+1	-5.493164E-3	3.967285E-2
	2.990894E-2	5.606079E+1	-5.493164E-3	4.119873E-2
	2.716236E-2	5.364990E+1	-5.493164E-3	3.967285E-2
	2.426319E-2	5.125427E+1	-5.493164E-3	3.967285E-2
	2.121143E-2	4.884338E+1	-5.340576E-3	4.119873E-2
	1.739673E-2	4.643250E+1	-5.340576E-3	4.119873E-2
	1.449756E-2	4.405212E+1	-5.340576E-3	4.119873E-2
	1.159839E-2	4.162598E+1	-5.340576E-3	3.967285E-2
	6.868168E-3	3.918457E+1	-5.340576E-3	4.119873E-2
	4.579349E-3	3.678894E+1	-5.645752E-3	3.967285E-2
	1.527592E-3	3.436279E+1	-5.493164E-3	3.967285E-2
	1.712891E-6	3.193665E+1	-5.798340E-3	3.967285E-2
	1.712891E-6	2.951050E+1	-5.798340E-3	3.967285E-2
	-1.508750E-4	2.706909E+1	-5.645752E-3	3.967285E-2
	6.120644E-4	2.462769E+1	-5.798340E-3	3.967285E-2
	-4.560508E-4	2.221680E+1	-5.798340E-3	3.967285E-2
	3.068887E-4	1.976013E+1	-5.798340E-3	3.967285E-2
	-1.508750E-4	1.734924E+1	-5.798340E-3	3.967285E-2
	9.172402E-4	1.489258E+1	-5.798340E-3	3.814697E-2
	1.543008E-4	1.246643E+1	-5.645752E-3	3.967285E-2
	3.068887E-4	1.004028E+1	-5.798340E-3	3.814697E-2
	-1.508750E-4	7.583618E+0	-5.645752E-3	3.967285E-2
	3.068887E-4	5.157471E+0	-5.645752E-3	3.814697E-2
	3.068887E-4	2.716064E+0	-5.493164E-3	3.814697E-2
	3.068887E-4	2.746582E-1	-5.645752E-3	3.967285E-2
	6.120644E-4	-2.166748E+0	-5.340576E-3	3.967285E-2
	1.712891E-6	-4.608154E+0	-5.340576E-3	3.814697E-2
	6.120644E-4	-7.064819E+0	-5.340576E-3	3.967285E-2
	4.594765E-4	-9.506226E+0	-5.187988E-3	3.967285E-2
	3.068887E-4	-1.194763E+1	-5.340576E-3	4.119873E-2
	-4.560508E-4	-1.438904E+1	-5.187988E-3	3.967285E-2
	-9.138145E-4	-1.683044E+1	-5.187988E-3	3.967285E-2
	3.068887E-4	-1.930237E+1	-5.035400E-3	3.967285E-2
	1.543008E-4	-2.171326E+1	-5.340576E-3	3.967285E-2
	-9.138145E-4	-2.413940E+1	-5.340576E-3	3.967285E-2
	-6.086387E-4	-2.658081E+1	-5.493164E-3	3.967285E-2
	-1.676754E-3	-2.902222E+1	-5.493164E-3	3.967285E-2
	-2.897457E-3	-3.144836E+1	-5.493164E-3	3.967285E-2
	-5.186276E-3	-3.385925E+1	-5.798340E-3	3.967285E-2
	-9.153561E-3	-3.627014E+1	-5.645752E-3	3.967285E-2
	-1.251049E-2	-3.869629E+1	-5.798340E-3	3.967285E-2
	-1.540966E-2	-4.113770E+1	-5.645752E-3	3.967285E-2
	-1.891918E-2	-4.354858E+1	-5.645752E-3	3.967285E-2
	-2.120800E-2	-4.594421E+1	-5.645752E-3	3.967285E-2
	-2.395459E-2	-4.833984E+1	-5.798340E-3	3.814697E-2
	-2.670117E-2	-5.076599E+1	-5.645752E-3	3.967285E-2
	-2.898999E-2	-5.316162E+1	-5.493164E-3	3.814697E-2
	-3.204174E-2	-5.554199E+1	-5.798340E-3	3.814697E-2
	-3.417797E-2	-5.792236E+1	-5.645752E-3	3.967285E-2
	-3.692456E-2	-6.028748E+1	-5.645752E-3	3.967285E-2
	-3.906079E-2	-6.269836E+1	-5.493164E-3	4.119873E-2
	-4.119702E-2	-6.506348E+1	-5.493164E-3	3.814697E-2
	-4.363842E-2	-6.744385E+1	-5.493164E-3	4.119873E-2
	-4.684277E-2	-6.980896E+1	-5.340576E-3	4.119873E-2
	-4.821606E-2	-7.218933E+1	-5.493164E-3	4.272461E-2
	-5.111523E-2	-7.453918E+1	-5.187988E-3	3.967285E-2
	-5.386181E-2	-7.687378E+1	-5.340576E-3	4.119873E-2
	-5.645581E-2	-7.923889E+1	-5.493164E-3	4.119873E-2
	-5.904980E-2	-8.154297E+1	-5.493164E-3	4.119873E-2
	-6.179638E-2	-8.392334E+1	-5.493164E-3	4.272461E-2
	-6.362744E-2	-8.624268E+1	-5.798340E-3	4.119873E-2
	-6.591626E-2	-8.857727E+1	-5.645752E-3	4.272461E-2
	-6.881543E-2	-9.089661E+1	-5.798340E-3	4.119873E-2
	-7.079907E-2	-9.318542E+1	-5.798340E-3	4.119873E-2
	-7.354565E-2	-9.552002E+1	-5.798340E-3	4.119873E-2
	-7.598706E-2	-9.780884E+1	-5.798340E-3	3.967285E-2
	-7.781811E-2	-1.001129E+2	-5.950928E-3	4.119873E-2
	-8.025952E-2	-1.023560E+2	-5.798340E-3	3.967285E-2
	-8.239575E-2	-1.046448E+2	-5.645752E-3	4.119873E-2
	-8.514233E-2	-1.069183E+2	-5.798340E-3	3.814697E-2
	-8.727856E-2	-1.091919E+2	-5.950928E-3	4.119873E-2
	-8.971997E-2	-1.114197E+2	-5.798340E-3	4.119873E-2
	-9.170361E-2	-1.136780E+2	-5.645752E-3	4.119873E-2
	-9.399243E-2	-1.159210E+2	-5.645752E-3	3.814697E-2
	-9.628125E-2	-1.181183E+2	-5.645752E-3	4.119873E-2
	-9.918042E-2	-1.203613E+2	-5.645752E-3	4.119873E-2
	-1.016218E-1	-1.225586E+2	-5.645752E-3	3.967285E-2
	-1.040632E-1	-1.247711E+2	-5.340576E-3	4.119873E-2
	-1.066572E-1	-1.269531E+2	-5.340576E-3	3.967285E-2
	-1.094038E-1	-1.291656E+2	-5.340576E-3	4.272461E-2
	-1.119978E-1	-1.313324E+2	-5.493164E-3	4.272461E-2
	-1.152021E-1	-1.334991E+2	-5.493164E-3	4.119873E-2
	-1.173384E-1	-1.356659E+2	-5.340576E-3	3.967285E-2
	-1.196272E-1	-1.378174E+2	-5.493164E-3	3.967285E-2
	-1.223738E-1	-1.399536E+2	-5.340576E-3	4.119873E-2
	-1.243574E-1	-1.420898E+2	-5.645752E-3	4.119873E-2
	-1.271040E-1	-1.441956E+2	-5.645752E-3	3.967285E-2
	-1.295454E-1	-1.463013E+2	-5.798340E-3	3.967285E-2
	-1.319868E-1	-1.484070E+2	-5.798340E-3	4.119873E-2
	-1.344282E-1	-1.504974E+2	-5.798340E-3	4.119873E-2
	-1.367170E-1	-1.525574E+2	-5.798340E-3	3.967285E-2
	-1.393110E-1	-1.546326E+2	-5.798340E-3	3.967285E-2
	-1.417524E-1	-1.566467E+2	-5.645752E-3	3.967285E-2
	-1.438887E-1	-1.587372E+2	-5.645752E-3	4.119873E-2
	-1.460249E-1	-1.607361E+2	-5.798340E-3	3.967285E-2
	-1.484663E-1	-1.627502E+2	-5.798340E-3	4.119873E-2
	-1.513655E-1	-1.647491E+2	-5.645752E-3	3.967285E-2
	-1.531965E-1	-1.667328E+2	-5.493164E-3	3.967285E-2
	-1.562483E-1	-1.687164E+2	-5.645752E-3	3.967285E-2
	-1.593000E-1	-1.706696E+2	-5.493164E-3	4.119873E-2
	-1.617415E-1	-1.726379E+2	-5.340576E-3	3.967285E-2
	-1.634199E-1	-1.745605E+2	-5.798340E-3	3.967285E-2
	-1.660139E-1	-1.765137E+2	-5.340576E-3	4.119873E-2
	-1.683027E-1	-1.784363E+2	-5.645752E-3	4.119873E-2
	-1.710493E-1	-1.803436E+2	-5.340576E-3	4.119873E-2
	-1.733381E-1	-1.822357E+2	-5.340576E-3	3.967285E-2
	-1.763899E-1	-1.841278E+2	-5.187988E-3	3.967285E-2
	-1.788313E-1	-1.859894E+2	-5.493164E-3	3.967285E-2
	-1.808149E-1	-1.878357E+2	-5.645752E-3	3.967285E-2
	-1.832563E-1	-1.896667E+2	-5.493164E-3	4.119873E-2
	-1.853926E-1	-1.914825E+2	-5.645752E-3	3.967285E-2
	-1.873762E-1	-1.932831E+2	-5.493164E-3	3.967285E-2
	-1.911909E-1	-1.951141E+2	-5.950928E-3	4.119873E-2
	-1.925642E-1	-1.968842E+2	-5.950928E-3	3.967285E-2
	-1.954634E-1	-1.986542E+2	-5.950928E-3	3.967285E-2
	-1.977522E-1	-2.004242E+2	-5.950928E-3	3.967285E-2
	-2.000410E-1	-2.021637E+2	-5.950928E-3	3.967285E-2
	-2.020247E-1	-2.038727E+2	-6.103516E-3	4.119873E-2
	-2.037031E-1	-2.055969E+2	-5.950928E-3	3.967285E-2
	-2.059919E-1	-2.072754E+2	-5.950928E-3	3.814697E-2
	-2.082808E-1	-2.089539E+2	-5.798340E-3	3.967285E-2
	-2.108748E-1	-2.106171E+2	-5.798340E-3	3.967285E-2
	-2.124006E-1	-2.122650E+2	-5.950928E-3	4.119873E-2
	-2.148420E-1	-2.139130E+2	-5.950928E-3	3.967285E-2
	-2.165205E-1	-2.154846E+2	-5.798340E-3	3.967285E-2
	-2.194197E-1	-2.171173E+2	-5.645752E-3	4.119873E-2
	-2.214033E-1	-2.186737E+2	-5.798340E-3	4.119873E-2
	-2.241499E-1	-2.202454E+2	-5.645752E-3	4.272461E-2
	-2.262861E-1	-2.217865E+2	-5.645752E-3	4.119873E-2
	-2.276594E-1	-2.233582E+2	-5.493164E-3	4.272461E-2
	-2.296431E-1	-2.248688E+2	-5.340576E-3	4.272461E-2
	-2.319319E-1	-2.263794E+2	-5.645752E-3	4.272461E-2
	-2.343733E-1	-2.278595E+2	-5.493164E-3	4.272461E-2
	-2.360518E-1	-2.293243E+2	-5.798340E-3	4.119873E-2
	-2.384932E-1	-2.308044E+2	-5.493164E-3	4.425049E-2
	-2.403242E-1	-2.322388E+2	-5.950928E-3	4.119873E-2
	-2.426130E-1	-2.336731E+2	-5.798340E-3	4.272461E-2
	-2.447493E-1	-2.350769E+2	-6.103516E-3	4.119873E-2
	-2.467329E-1	-2.364655E+2	-6.103516E-3	4.425049E-2
	-2.481062E-1	-2.378693E+2	-5.798340E-3	4.119873E-2
	-2.494795E-1	-2.391968E+2	-6.103516E-3	3.967285E-2
	-2.516157E-1	-2.405548E+2	-5.950928E-3	4.119873E-2
	-2.529890E-1	-2.418671E+2	-6.103516E-3	4.119873E-2
	-2.549727E-1	-2.431946E+2	-6.103516E-3	4.119873E-2
	-2.572615E-1	-2.444763E+2	-5.798340E-3	4.119873E-2
	-2.590925E-1	-2.457428E+2	-5.950928E-3	4.119873E-2
	-2.610762E-1	-2.469635E+2	-5.950928E-3	3.814697E-2
	-2.618391E-1	-2.482147E+2	-5.798340E-3	3.967285E-2
	-2.639754E-1	-2.494354E+2	-5.645752E-3	3.967285E-2
	-2.659590E-1	-2.506104E+2	-5.798340E-3	3.967285E-2
	-2.673323E-1	-2.518158E+2	-5.645752E-3	3.967285E-2
	-2.690108E-1	-2.529602E+2	-5.645752E-3	3.967285E-2
	-2.702315E-1	-2.541046E+2	-5.493164E-3	3.967285E-2
	-2.722151E-1	-2.552338E+2	-5.340576E-3	3.967285E-2
	-2.728254E-1	-2.563782E+2	-5.645752E-3	4.272461E-2
	-2.755720E-1	-2.574615E+2	-5.493164E-3	4.119873E-2
	-2.777083E-1	-2.585144E+2	-5.493164E-3	4.119873E-2
	-2.789290E-1	-2.595673E+2	-5.187988E-3	3.967285E-2
	-2.803023E-1	-2.606049E+2	-5.645752E-3	3.967285E-2
	-2.813704E-1	-2.616272E+2	-5.493164E-3	4.119873E-2
	-2.833540E-1	-2.626190E+2	-5.798340E-3	3.967285E-2
	-2.856428E-1	-2.635956E+2	-5.950928E-3	3.967285E-2
	-2.862532E-1	-2.645569E+2	-5.645752E-3	3.814697E-2
	-2.873213E-1	-2.654877E+2	-5.798340E-3	3.967285E-2
	-2.886946E-1	-2.664337E+2	-5.950928E-3	3.967285E-2
	-2.888472E-1	-2.673035E+2	-6.103516E-3	4.119873E-2
	-2.909834E-1	-2.682037E+2	-5.950928E-3	3.967285E-2
	-2.926619E-1	-2.690430E+2	-5.798340E-3	3.814697E-2
	-2.937300E-1	-2.698975E+2	-5.798340E-3	3.967285E-2
	-2.952559E-1	-2.707062E+2	-5.950928E-3	3.967285E-2
	-2.967817E-1	-2.714996E+2	-5.798340E-3	3.967285E-2
	-2.972395E-1	-2.722931E+2	-5.645752E-3	3.814697E-2
	-2.978499E-1	-2.730255E+2	-5.645752E-3	3.967285E-2
	-2.990706E-1	-2.737732E+2	-5.645752E-3	3.967285E-2
	-3.001387E-1	-2.744904E+2	-5.798340E-3	3.967285E-2
	-3.005964E-1	-2.751770E+2	-5.493164E-3	3.967285E-2
	-3.016646E-1	-2.758636E+2	-5.493164E-3	3.967285E-2
	-3.024275E-1	-2.765350E+2	-5.493164E-3	4.119873E-2
	-3.038008E-1	-2.771759E+2	-5.340576E-3	3.967285E-2
	-3.053267E-1	-2.778015E+2	-5.340576E-3	4.119873E-2
	-3.065474E-1	-2.783813E+2	-5.340576E-3	4.119873E-2
	-3.076155E-1	-2.789764E+2	-5.340576E-3	4.119873E-2
	-3.082258E-1	-2.795563E+2	-5.493164E-3	4.119873E-2
	-3.085310E-1	-2.800598E+2	-5.645752E-3	4.119873E-2
	-3.102095E-1	-2.805939E+2	-5.798340E-3	4.119873E-2
	-3.105147E-1	-2.810822E+2	-5.798340E-3	3.967285E-2
	-3.115828E-1	-2.815552E+2	-5.645752E-3	4.119873E-2
	-3.117354E-1	-2.820435E+2	-5.798340E-3	4.119873E-2
	-3.123457E-1	-2.824860E+2	-6.256104E-3	4.119873E-2
	-3.124983E-1	-2.829132E+2	-5.950928E-3	3.967285E-2
	-3.131087E-1	-2.832947E+2	-5.950928E-3	4.119873E-2
	-3.140242E-1	-2.836914E+2	-5.950928E-3	3.967285E-2
	-3.144819E-1	-2.840118E+2	-6.103516E-3	3.814697E-2
	-3.141768E-1	-2.843628E+2	-5.950928E-3	3.967285E-2
	-3.152449E-1	-2.846680E+2	-5.950928E-3	3.814697E-2
	-3.152449E-1	-2.849731E+2	-5.798340E-3	3.814697E-2
	-3.158552E-1	-2.852478E+2	-5.798340E-3	3.967285E-2
	-3.164656E-1	-2.854919E+2	-5.798340E-3	3.967285E-2
	-3.169234E-1	-2.857208E+2	-5.950928E-3	3.814697E-2
	-3.170759E-1	-2.859192E+2	-5.645752E-3	3.967285E-2
	-3.169234E-1	-2.861176E+2	-5.645752E-3	4.119873E-2
	-3.173811E-1	-2.863007E+2	-5.798340E-3	4.119873E-2
	-3.176863E-1	-2.864227E+2	-5.645752E-3	3.967285E-2
	-3.182966E-1	-2.865753E+2	-5.493164E-3	4.119873E-2
	-3.179915E-1	-2.866821E+2	-5.493164E-3	4.119873E-2
	-3.182966E-1	-2.867889E+2	-5.645752E-3	4.119873E-2
	-3.187544E-1	-2.868347E+2	-5.645752E-3	4.119873E-2
	-3.181441E-1	-2.869110E+2	-5.645752E-3	4.119873E-2
	-3.184492E-1	-2.868958E+2	-5.493164E-3	3.967285E-2
	-3.182966E-1	-2.869110E+2	-5.645752E-3	4.119873E-2
	-3.187544E-1	-2.869263E+2	-5.798340E-3	3.967285E-2
	-3.181441E-1	-2.868652E+2	-5.798340E-3	4.119873E-2
	-3.187544E-1	-2.868347E+2	-5.798340E-3	4.119873E-2
	-3.184492E-1	-2.867432E+2	-5.950928E-3	3.967285E-2
	-3.182966E-1	-2.866669E+2	-6.103516E-3	4.119873E-2
	-3.178389E-1	-2.865295E+2	-6.103516E-3	3.967285E-2
	-3.178389E-1	-2.863922E+2	-5.950928E-3	4.119873E-2
	-3.179915E-1	-2.862244E+2	-5.950928E-3	3.967285E-2
	-3.178389E-1	-2.860260E+2	-5.950928E-3	3.814697E-2
	-3.172285E-1	-2.858429E+2	-5.798340E-3	3.967285E-2
	-3.161604E-1	-2.856293E+2	-5.950928E-3	3.967285E-2
	-3.158552E-1	-2.853546E+2	-5.798340E-3	3.967285E-2
	-3.152449E-1	-2.851105E+2	-5.645752E-3	3.814697E-2
	-3.143294E-1	-2.848358E+2	-5.798340E-3	3.967285E-2
	-3.144819E-1	-2.845001E+2	-5.645752E-3	3.814697E-2
	-3.143294E-1	-2.841797E+2	-5.645752E-3	3.814697E-2
	-3.140242E-1	-2.838287E+2	-5.645752E-3	3.967285E-2
	-3.126509E-1	-2.834778E+2	-5.493164E-3	3.967285E-2
	-3.114302E-1	-2.830963E+2	-5.187988E-3	3.967285E-2
	-3.106672E-1	-2.826843E+2	-5.645752E-3	3.967285E-2
	-3.103621E-1	-2.822723E+2	-5.493164E-3	3.967285E-2
	-3.106672E-1	-2.818146E+2	-5.493164E-3	4.119873E-2
	-3.094465E-1	-2.813568E+2	-5.340576E-3	3.967285E-2
	-3.095991E-1	-2.808685E+2	-5.493164E-3	4.119873E-2
	-3.086836E-1	-2.803650E+2	-5.645752E-3	4.119873E-2
	-3.079207E-1	-2.798309E+2	-5.645752E-3	3.967285E-2
	-3.074629E-1	-2.792969E+2	-5.493164E-3	3.967285E-2
	-3.059370E-1	-2.787323E+2	-5.645752E-3	3.967285E-2
	-3.050215E-1	-2.781219E+2	-5.950928E-3	3.967285E-2
	-3.042586E-1	-2.775269E+2	-5.798340E-3	4.119873E-2
	-3.038008E-1	-2.768860E+2	-5.950928E-3	3.967285E-2
	-3.018171E-1	-2.762146E+2	-5.950928E-3	3.967285E-2
	-3.005964E-1	-2.755585E+2	-5.950928E-3	3.967285E-2
	-3.005964E-1	-2.748718E+2	-5.950928E-3	3.967285E-2
	-2.995283E-1	-2.741394E+2	-6.103516E-3	3.967285E-2
	-2.980025E-1	-2.733917E+2	-5.798340E-3	3.814697E-2
	-2.963240E-1	-2.726746E+2	-5.645752E-3	3.967285E-2
	-2.947981E-1	-2.718658E+2	-5.798340E-3	3.967285E-2
	-2.940352E-1	-2.710724E+2	-5.950928E-3	3.814697E-2
	-2.935774E-1	-2.702484E+2	-5.645752E-3	3.814697E-2
	-2.920515E-1	-2.694244E+2	-5.798340E-3	3.814697E-2
	-2.905256E-1	-2.685699E+2	-5.645752E-3	4.119873E-2
	-2.886946E-1	-2.677002E+2	-5.798340E-3	4.119873E-2
	-2.883894E-1	-2.668304E+2	-5.645752E-3	4.119873E-2
	-2.871687E-1	-2.658997E+2	-5.493164E-3	3.967285E-2
	-2.853377E-1	-2.649841E+2	-5.340576E-3	4.119873E-2
	-2.839644E-1	-2.640381E+2	-5.645752E-3	4.272461E-2
	-2.825911E-1	-2.630615E+2	-5.493164E-3	4.272461E-2
	-2.818281E-1	-2.620850E+2	-5.340576E-3	4.119873E-2
	-2.798445E-1	-2.610779E+2	-5.645752E-3	4.272461E-2
	-2.778609E-1	-2.600555E+2	-5.645752E-3	4.119873E-2
	-2.763350E-1	-2.590027E+2	-5.798340E-3	4.272461E-2
	-2.752669E-1	-2.579498E+2	-5.798340E-3	4.272461E-2
	-2.741987E-1	-2.568512E+2	-5.798340E-3	4.119873E-2
	-2.728254E-1	-2.557678E+2	-5.798340E-3	4.119873E-2
	-2.706892E-1	-2.546692E+2	-5.950928E-3	4.119873E-2
	-2.687056E-1	-2.535400E+2	-6.256104E-3	4.119873E-2
	-2.670271E-1	-2.523956E+2	-6.103516E-3	3.967285E-2
	-2.648909E-1	-2.512054E+2	-6.256104E-3	4.119873E-2
	-2.638228E-1	-2.500458E+2	-5.950928E-3	4.119873E-2
	-2.622969E-1	-2.488251E+2	-6.256104E-3	3.967285E-2
	-2.604658E-1	-2.476044E+2	-6.103516E-3	4.119873E-2
	-2.589400E-1	-2.463531E+2	-5.950928E-3	3.967285E-2
	-2.566511E-1	-2.450867E+2	-5.950928E-3	3.967285E-2
	-2.546675E-1	-2.438354E+2	-5.798340E-3	4.119873E-2
	-2.526838E-1	-2.425232E+2	-6.103516E-3	4.119873E-2
	-2.519209E-1	-2.412109E+2	-5.798340E-3	4.119873E-2
	-2.488691E-1	-2.398682E+2	-5.950928E-3	3.967285E-2
	-2.471907E-1	-2.385254E+2	-5.798340E-3	4.119873E-2
	-2.452070E-1	-2.371674E+2	-5.798340E-3	3.967285E-2
	-2.430708E-1	-2.357635E+2	-5.645752E-3	4.272461E-2
	-2.415449E-1	-2.343750E+2	-5.493164E-3	3.967285E-2
	-2.387983E-1	-2.329712E+2	-5.798340E-3	4.119873E-2
	-2.363569E-1	-2.315369E+2	-5.493164E-3	4.119873E-2
	-2.351362E-1	-2.300873E+2	-5.798340E-3	3.967285E-2
	-2.336103E-1	-2.286377E+2	-5.493164E-3	4.119873E-2
	-2.317793E-1	-2.271423E+2	-5.493164E-3	3.967285E-2
	-2.287275E-1	-2.256622E+2	-5.493164E-3	4.119873E-2
	-2.275068E-1	-2.241364E+2	-5.798340E-3	3.967285E-2
	-2.252180E-1	-2.225952E+2	-5.798340E-3	4.119873E-2
	-2.233870E-1	-2.210541E+2	-5.493164E-3	4.119873E-2
	-2.212507E-1	-2.194977E+2	-5.798340E-3	4.119873E-2
	-2.195723E-1	-2.179260E+2	-5.798340E-3	4.119873E-2
	-2.175886E-1	-2.162933E+2	-6.103516E-3	4.119873E-2
	-2.142317E-1	-2.147064E+2	-5.950928E-3	4.119873E-2
	-2.128584E-1	-2.131042E+2	-5.950928E-3	3.814697E-2
	-2.105696E-1	-2.114410E+2	-6.103516E-3	4.119873E-2
	-2.078230E-1	-2.098083E+2	-6.103516E-3	3.967285E-2
	-2.055342E-1	-2.080994E+2	-6.103516E-3	4.119873E-2
	-2.032454E-1	-2.064362E+2	-5.798340E-3	4.119873E-2
	-2.012617E-1	-2.047272E+2	-5.950928E-3	3.814697E-2
	-1.992781E-1	-2.030029E+2	-5.950928E-3	3.967285E-2
	-1.960737E-1	-2.012634E+2	-5.950928E-3	3.814697E-2
	-1.940901E-1	-1.995239E+2	-5.798340E-3	3.967285E-2
	-1.924116E-1	-1.977692E+2	-5.798340E-3	3.814697E-2
	-1.899702E-1	-1.959534E+2	-5.798340E-3	3.967285E-2
	-1.870710E-1	-1.941681E+2	-5.645752E-3	3.967285E-2
	-1.844770E-1	-1.923523E+2	-5.493164E-3	3.967285E-2
	-1.818831E-1	-1.905670E+2	-5.645752E-3	4.119873E-2
	-1.792891E-1	-1.887207E+2	-5.645752E-3	3.967285E-2
	-1.770002E-1	-1.868896E+2	-5.340576E-3	4.119873E-2
	-1.742537E-1	-1.850128E+2	-5.493164E-3	4.119873E-2
	-1.727278E-1	-1.831512E+2	-5.645752E-3	4.119873E-2
	-1.702864E-1	-1.812744E+2	-5.340576E-3	4.119873E-2
	-1.679976E-1	-1.793518E+2	-5.645752E-3	4.119873E-2
	-1.654036E-1	-1.774597E+2	-5.645752E-3	4.119873E-2
	-1.634199E-1	-1.755219E+2	-5.493164E-3	4.119873E-2
	-1.608259E-1	-1.735992E+2	-5.645752E-3	4.272461E-2
	-1.585371E-1	-1.716461E+2	-5.798340E-3	3.967285E-2
	-1.557905E-1	-1.696930E+2	-5.645752E-3	4.119873E-2
	-1.542646E-1	-1.677246E+2	-5.950928E-3	3.967285E-2
	-1.512129E-1	-1.657257E+2	-5.798340E-3	3.967285E-2
	-1.495344E-1	-1.637268E+2	-5.950928E-3	4.119873E-2
	-1.461775E-1	-1.617126E+2	-6.103516E-3	3.967285E-2
